EmployeeNumber,Age,Gender,Department,JobRole,DistanceFromHome,MonthlyIncome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,OverTime,MaritalStatus,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,StockOptionLevel
1373,56,Male,Research & Development,Manufacturing Director,23,13402,3,4,3,2,3,1,3,No,Yes,Married,Travel_Rarely,19,16,9,33,0,4,1
1374,34,Female,Research & Development,Research Scientist,26,2029,1,1,2,3,4,3,3,No,No,Divorced,Non-Travel,5,4,0,5,2,1,3
1375,40,Female,Research & Development,Healthcare Representative,2,6377,1,2,4,3,4,2,3,No,No,Divorced,Travel_Rarely,12,11,8,15,0,5,3
1377,34,Male,Research & Development,Laboratory Technician,29,5429,3,2,3,3,3,1,3,No,No,Married,Travel_Rarely,8,7,7,10,1,4,2
1379,31,Female,Sales,Sales Representative,2,2785,3,3,2,4,3,3,4,Yes,No,Single,Travel_Frequently,1,0,0,3,3,7,0
1380,35,Female,Sales,Sales Executive,18,4614,4,4,3,3,3,3,2,Yes,Yes,Married,Travel_Frequently,4,2,2,5,0,0,1
1382,38,Male,Research & Development,Research Scientist,7,2610,3,4,4,3,3,4,3,No,No,Divorced,Travel_Frequently,4,2,3,4,2,1,3
1383,34,Female,Research & Development,Healthcare Representative,2,6687,4,3,3,4,3,4,4,No,No,Single,Travel_Rarely,14,11,11,14,2,1,0
1387,28,Male,Sales,Sales Executive,26,4724,3,3,2,1,3,3,3,No,No,Married,Travel_Rarely,5,3,4,5,0,1,1
1389,31,Male,Research & Development,Manufacturing Director,22,6179,4,4,3,3,3,4,2,Yes,Yes,Married,Travel_Rarely,10,2,7,10,3,1,2
1390,39,Male,Sales,Sales Executive,21,6120,4,1,2,4,3,4,4,No,Yes,Married,Travel_Rarely,5,4,4,8,2,3,2
1391,51,Male,Sales,Sales Executive,2,10596,3,2,3,2,3,2,3,No,No,Married,Travel_Frequently,4,2,2,14,5,2,0
1392,41,Female,Research & Development,Research Scientist,22,5467,3,4,3,4,3,1,2,No,Yes,Divorced,Travel_Frequently,6,2,3,12,4,3,2
1394,37,Male,Research & Development,Research Scientist,4,2996,1,3,3,3,3,4,3,No,Yes,Married,Travel_Rarely,6,4,3,8,2,7,0
1395,33,Male,Sales,Sales Executive,5,9998,1,2,3,4,3,1,4,No,No,Married,Travel_Frequently,5,4,2,8,2,6,0
1396,32,Male,Sales,Sales Executive,2,4078,1,3,3,2,3,1,2,No,Yes,Married,Travel_Rarely,3,2,2,4,3,0,3
1397,39,Male,Research & Development,Healthcare Representative,25,10920,2,3,3,3,4,2,3,No,No,Married,Non-Travel,6,4,5,13,2,3,1
1399,25,Male,Sales,Sales Executive,18,6232,1,1,4,3,3,2,2,No,No,Married,Travel_Rarely,3,2,2,6,3,2,0
1401,52,Female,Research & Development,Manufacturing Director,28,13247,2,4,4,3,3,2,2,No,Yes,Married,Travel_Frequently,5,3,2,24,3,2,1
1402,43,Female,Research & Development,Research Scientist,6,4081,3,1,2,3,3,1,1,No,Yes,Single,Travel_Rarely,20,7,8,20,3,1,0
1403,27,Female,Sales,Sales Executive,10,5769,3,4,2,4,3,4,3,No,Yes,Married,Travel_Rarely,6,2,4,6,3,1,0
1405,27,Female,Research & Development,Research Scientist,17,2394,4,4,3,3,3,4,3,Yes,Yes,Single,Travel_Rarely,8,2,7,8,2,1,0
1407,26,Male,Research & Development,Research Scientist,2,3904,1,1,2,4,3,4,3,No,No,Single,Travel_Rarely,4,3,1,5,2,0,0
1408,42,Female,Human Resources,Manager,10,16799,3,3,3,1,3,3,3,No,No,Married,Travel_Rarely,20,7,9,21,5,0,1
1409,52,Female,Research & Development,Laboratory Technician,8,2950,4,3,3,1,3,3,1,No,No,Married,Travel_Rarely,5,4,4,12,2,9,0
1411,37,Female,Research & Development,Laboratory Technician,11,3629,3,1,3,3,3,1,3,No,No,Single,Travel_Rarely,3,2,2,8,6,4,0
1412,35,Male,Research & Development,Manufacturing Director,18,9362,2,3,3,4,3,3,3,No,No,Single,Travel_Frequently,2,2,2,10,2,2,0
1415,25,Male,Research & Development,Laboratory Technician,1,3229,3,1,3,4,3,2,2,No,No,Married,Travel_Rarely,3,2,2,7,2,4,1
1417,26,Male,Research & Development,Laboratory Technician,7,3578,3,3,4,1,3,4,3,No,No,Single,Travel_Rarely,7,7,7,8,2,0,0
1419,29,Male,Human Resources,Human Resources,17,7988,3,2,2,1,3,1,2,No,No,Single,Travel_Rarely,10,9,9,10,3,1,0
1420,49,Male,Research & Development,Laboratory Technician,28,4284,2,1,2,1,4,1,3,Yes,No,Single,Travel_Frequently,4,3,3,20,2,3,0
1421,29,Female,Research & Development,Healthcare Representative,14,7553,1,3,3,4,3,1,3,Yes,Yes,Single,Travel_Frequently,8,7,7,9,1,0,0
1422,54,Female,Research & Development,Research Director,1,17328,3,4,3,4,3,4,2,No,No,Single,Travel_Rarely,20,7,7,29,3,6,0
1423,58,Female,Research & Development,Research Director,1,19701,3,4,3,1,4,3,3,No,Yes,Married,Travel_Rarely,9,8,5,32,3,3,1
1424,55,Male,Research & Development,Research Director,1,14732,4,2,4,4,3,4,4,No,No,Divorced,Travel_Rarely,7,7,0,31,4,2,2
1425,36,Female,Sales,Sales Executive,3,9278,4,1,3,2,3,4,3,No,Yes,Single,Travel_Rarely,5,4,1,15,3,3,0
1427,31,Female,Sales,Sales Representative,1,1359,4,2,1,3,3,2,3,Yes,No,Single,Travel_Frequently,1,0,0,1,3,1,0
1428,30,Female,Sales,Sales Executive,7,4779,4,4,3,1,3,2,3,No,No,Divorced,Travel_Rarely,3,2,2,8,3,7,2
1430,31,Female,Research & Development,Research Director,8,16422,5,1,3,2,3,3,4,No,No,Single,Travel_Rarely,3,2,0,9,3,3,0
1431,34,Male,Research & Development,Research Scientist,1,2996,4,4,3,1,3,3,3,No,No,Divorced,Travel_Frequently,4,3,3,10,2,5,2
1433,31,Female,Research & Development,Research Scientist,8,1261,3,1,2,2,3,3,4,Yes,No,Single,Travel_Rarely,1,0,0,1,3,1,0
1434,27,Male,Research & Development,Laboratory Technician,11,2099,1,2,3,1,3,2,4,No,No,Married,Travel_Rarely,5,0,4,6,3,0,0
1435,36,Male,Research & Development,Laboratory Technician,4,5810,4,1,2,4,3,3,2,No,No,Single,Travel_Rarely,10,4,8,10,2,1,0
1436,36,Female,Sales,Sales Executive,16,5647,4,3,2,1,3,1,2,No,No,Married,Travel_Rarely,3,2,2,11,3,4,2
1438,47,Male,Research & Development,Research Scientist,1,3420,3,1,3,4,3,3,2,No,No,Married,Travel_Rarely,6,5,2,17,2,7,1
1439,25,Male,Sales,Sales Representative,9,4400,2,1,2,1,3,1,3,Yes,No,Married,Travel_Rarely,3,2,2,6,2,3,0
1440,37,Male,Research & Development,Laboratory Technician,5,3500,2,3,4,3,3,1,1,No,No,Single,Non-Travel,6,5,3,7,2,0,0
1441,56,Female,Research & Development,Research Scientist,1,2066,2,1,3,1,4,4,4,No,No,Married,Travel_Rarely,3,2,0,5,3,2,1
1443,47,Female,Research & Development,Research Director,2,17169,4,1,3,3,3,2,4,No,No,Married,Travel_Rarely,20,17,6,26,2,3,2
1445,24,Female,Sales,Sales Executive,4,4162,1,4,3,3,3,3,3,No,Yes,Married,Travel_Rarely,5,4,3,5,3,1,2
1446,32,Male,Sales,Sales Executive,7,9204,5,4,3,4,3,3,2,No,No,Married,Travel_Rarely,4,3,3,7,3,4,1
1447,34,Female,Research & Development,Laboratory Technician,1,3294,3,4,2,2,3,1,2,No,No,Married,Travel_Rarely,5,4,2,7,2,5,1
1448,41,Male,Research & Development,Research Scientist,5,2127,5,2,4,3,3,1,2,No,Yes,Married,Travel_Rarely,4,2,3,7,5,2,0
1449,40,Male,Research & Development,Laboratory Technician,9,3975,4,3,3,3,3,3,4,No,No,Divorced,Non-Travel,8,7,7,11,2,3,2
1453,31,Male,Sales,Sales Executive,8,10793,2,1,3,4,3,1,3,No,No,Divorced,Travel_Rarely,13,7,9,13,5,1,1
1457,46,Male,Sales,Sales Executive,9,10096,3,1,3,4,3,1,4,Yes,No,Divorced,Travel_Rarely,7,7,3,28,1,4,1
1458,39,Female,Research & Development,Laboratory Technician,2,3646,3,1,2,1,4,2,4,Yes,Yes,Single,Non-Travel,1,0,0,11,2,2,0
1459,31,Female,Research & Development,Manufacturing Director,1,7446,5,3,4,2,3,1,3,Yes,No,Single,Travel_Frequently,10,8,7,10,2,1,0
1460,45,Male,Research & Development,Healthcare Representative,20,10851,3,2,1,1,3,2,3,No,Yes,Divorced,Travel_Rarely,7,7,7,24,2,2,1
1461,31,Female,Human Resources,Human Resources,8,2109,2,4,4,2,3,4,3,No,No,Single,Travel_Rarely,3,2,2,8,3,9,0
1464,31,Male,Research & Development,Laboratory Technician,2,3722,3,2,3,4,3,3,1,Yes,Yes,Married,Travel_Frequently,2,2,2,7,2,6,1
1465,45,Male,Research & Development,Manufacturing Director,29,9380,3,2,3,4,3,4,4,No,Yes,Married,Travel_Rarely,3,1,2,10,4,4,2
1466,48,Male,Sales,Sales Executive,7,5486,3,3,3,1,3,1,3,No,No,Divorced,Travel_Rarely,2,2,2,15,3,4,3
1467,34,Female,Human Resources,Human Resources,9,2742,4,1,3,3,3,4,3,Yes,No,Married,Travel_Rarely,2,2,2,2,0,1,0
1468,40,Male,Research & Development,Research Director,8,13757,1,4,2,2,3,3,3,No,No,Divorced,Non-Travel,9,8,8,16,5,2,1
1469,28,Male,Sales,Sales Executive,5,8463,3,4,3,1,3,4,3,No,No,Single,Travel_Rarely,5,4,3,6,4,0,0
1471,44,Male,Research & Development,Laboratory Technician,5,3162,3,3,2,3,3,4,3,No,No,Single,Non-Travel,5,2,3,7,5,3,0
1472,53,Male,Research & Development,Research Director,2,16598,3,4,4,2,3,2,2,No,No,Single,Travel_Rarely,9,8,8,35,2,4,0
1473,49,Male,Research & Development,Healthcare Representative,5,6651,4,1,3,3,3,2,2,No,No,Married,Travel_Rarely,3,2,2,20,0,2,1
1474,40,Male,Research & Development,Research Scientist,2,2345,3,3,3,3,3,3,4,No,No,Divorced,Travel_Rarely,3,1,2,8,3,2,1
1475,44,Male,Research & Development,Research Scientist,20,3420,3,4,3,2,3,3,2,No,No,Single,Travel_Rarely,5,2,3,6,3,1,0
1477,33,Male,Sales,Sales Executive,7,4373,3,4,3,1,3,1,3,No,No,Married,Travel_Frequently,4,3,3,5,2,0,2
1478,34,Male,Sales,Sales Executive,3,4759,3,4,1,1,3,4,3,No,No,Single,Travel_Rarely,13,9,12,15,2,3,0
1479,30,Male,Sales,Sales Executive,16,5301,1,4,3,3,3,3,2,No,No,Married,Travel_Rarely,2,1,2,4,2,8,2
1480,42,Female,Research & Development,Laboratory Technician,9,3673,2,1,3,4,3,3,3,No,No,Single,Travel_Frequently,12,9,8,12,3,1,0
1481,44,Female,Sales,Sales Executive,1,4768,5,1,3,3,3,3,2,No,No,Married,Travel_Frequently,1,0,0,11,4,7,1
1482,30,Male,Research & Development,Research Scientist,7,1274,3,3,3,3,3,2,2,No,No,Divorced,Non-Travel,1,0,0,1,2,1,2
1483,57,Male,Research & Development,Research Scientist,1,4900,2,2,4,3,4,1,2,No,No,Married,Travel_Rarely,12,9,8,13,2,0,1
1484,49,Male,Research & Development,Healthcare Representative,7,10466,4,3,3,2,3,2,3,No,No,Divorced,Travel_Rarely,8,7,7,29,3,3,2
1485,34,Male,Research & Development,Research Director,15,17007,3,2,3,1,3,4,2,No,No,Divorced,Travel_Frequently,14,8,9,16,3,7,2
1486,28,Male,Sales,Sales Representative,1,2909,3,1,3,3,3,4,4,Yes,No,Married,Travel_Frequently,3,2,2,5,3,3,1
1487,29,Female,Sales,Sales Executive,13,5765,3,1,3,2,3,1,1,Yes,No,Single,Travel_Frequently,5,3,0,7,4,5,0
1489,34,Female,Sales,Sales Executive,24,4599,4,1,2,2,4,3,4,Yes,Yes,Single,Travel_Rarely,15,9,10,16,2,0,0
1492,35,Male,Sales,Sales Representative,7,2404,1,4,3,3,3,1,3,No,No,Married,Travel_Rarely,1,0,0,1,3,1,1
1494,24,Male,Research & Development,Laboratory Technician,9,3172,3,2,3,1,3,3,2,Yes,Yes,Single,Travel_Frequently,0,0,0,4,2,2,0
1495,24,Female,Sales,Sales Representative,13,2033,2,4,3,2,3,3,3,No,No,Married,Non-Travel,1,0,0,1,2,1,1
1496,44,Male,Research & Development,Manufacturing Director,2,10209,1,2,3,3,3,2,2,No,Yes,Single,Travel_Frequently,2,2,2,16,2,5,0
1497,29,Male,Sales,Sales Executive,19,8620,3,3,2,3,3,3,3,No,No,Divorced,Travel_Rarely,10,7,4,10,3,1,2
1499,30,Male,Human Resources,Human Resources,1,2064,3,3,3,3,4,1,4,No,No,Divorced,Travel_Rarely,5,3,3,6,3,0,1
1501,55,Male,Research & Development,Healthcare Representative,4,4035,4,4,3,3,3,2,3,No,Yes,Married,Travel_Rarely,3,2,2,4,2,0,0
1502,33,Female,Research & Development,Laboratory Technician,4,3838,4,1,2,2,3,4,3,No,No,Married,Travel_Rarely,5,4,2,8,5,8,0
1503,47,Female,Sales,Sales Executive,14,4591,3,3,3,3,3,3,2,No,Yes,Married,Travel_Rarely,5,4,2,11,4,3,1
1504,28,Male,Research & Development,Laboratory Technician,2,2561,2,3,2,1,3,3,2,Yes,No,Single,Travel_Frequently,0,0,0,8,2,7,0
1506,28,Male,Research & Development,Research Scientist,1,1563,3,1,2,3,3,4,1,No,No,Divorced,Travel_Rarely,1,0,0,1,2,1,1
1507,28,Male,Sales,Sales Executive,7,4898,3,3,3,1,3,4,3,No,No,Single,Travel_Frequently,4,2,3,5,5,0,0
1509,49,Female,Research & Development,Laboratory Technician,3,4789,2,3,2,1,4,1,3,No,No,Married,Travel_Rarely,3,2,2,10,3,4,1
1513,29,Female,Research & Development,Laboratory Technician,2,3180,1,4,3,2,3,3,3,No,No,Married,Travel_Frequently,3,2,2,4,3,0,3
1514,28,Male,Research & Development,Manufacturing Director,29,6549,1,3,1,2,3,2,2,No,No,Married,Travel_Rarely,8,6,7,8,2,1,2
1515,33,Male,Research & Development,Healthcare Representative,8,6388,5,4,3,3,3,1,3,No,Yes,Single,Travel_Rarely,0,0,0,14,6,2,0
1516,32,Male,Research & Development,Manager,10,11244,3,3,3,4,4,2,4,No,No,Single,Travel_Rarely,5,2,0,10,5,2,0
1520,54,Female,Research & Development,Manager,11,16032,4,2,3,4,4,1,3,No,No,Divorced,Travel_Frequently,14,9,12,26,2,3,1
1522,29,Male,Research & Development,Research Scientist,1,2362,4,1,2,1,3,3,1,Yes,No,Single,Travel_Rarely,9,7,7,11,2,6,0
1523,44,Male,Research & Development,Research Director,28,16328,3,4,3,1,3,3,4,No,No,Married,Travel_Rarely,20,6,17,24,1,3,1
1525,39,Female,Research & Development,Manufacturing Director,6,8376,3,2,3,2,3,4,3,No,No,Single,Travel_Rarely,2,0,2,9,3,4,0
1527,46,Female,Sales,Manager,3,16606,3,3,3,2,3,4,4,No,No,Married,Travel_Rarely,13,12,1,23,2,8,1
1529,35,Female,Research & Development,Healthcare Representative,16,8606,3,4,2,2,3,4,1,No,No,Single,Travel_Rarely,11,8,3,11,3,1,0
1533,23,Male,Research & Development,Laboratory Technician,20,2272,1,1,3,3,3,2,3,No,No,Single,Travel_Rarely,4,3,2,5,2,0,0
1534,40,Male,Research & Development,Laboratory Technician,9,2018,4,4,3,1,3,2,1,Yes,No,Single,Travel_Rarely,5,4,0,15,3,3,0
1535,34,Male,Sales,Sales Executive,1,7083,3,4,2,3,3,4,3,No,Yes,Married,Travel_Rarely,10,9,6,10,3,1,0
1537,31,Female,Research & Development,Research Scientist,3,4084,3,4,3,3,3,1,1,Yes,No,Single,Travel_Frequently,7,2,7,7,2,1,0
1539,50,Male,Research & Development,Research Director,22,14411,5,3,1,4,3,4,3,No,Yes,Single,Travel_Frequently,32,6,9,32,2,1,0
1541,34,Male,Sales,Sales Representative,7,2308,2,2,3,3,4,2,3,No,Yes,Married,Travel_Rarely,11,10,7,12,4,0,1
1542,42,Male,Research & Development,Laboratory Technician,2,4841,3,3,2,2,3,2,3,No,No,Married,Travel_Rarely,1,0,0,4,3,4,1
1543,37,Male,Research & Development,Research Scientist,13,4285,3,1,3,4,3,1,3,No,No,Married,Travel_Rarely,10,8,7,10,2,1,0
1544,29,Female,Research & Development,Healthcare Representative,8,9715,1,3,1,1,3,3,3,No,No,Married,Travel_Rarely,7,7,7,9,3,3,1
1545,33,Male,Research & Development,Manufacturing Director,25,4320,3,4,2,2,3,4,3,No,No,Single,Travel_Rarely,5,3,2,5,2,1,0
1546,45,Male,Research & Development,Research Scientist,28,2132,3,4,3,4,4,4,3,No,No,Married,Travel_Rarely,5,4,3,8,3,4,1
1547,42,Male,Research & Development,Healthcare Representative,2,10124,3,4,3,4,3,3,1,No,Yes,Married,Travel_Frequently,20,8,9,24,3,2,1
1548,40,Male,Sales,Sales Executive,9,5473,2,1,3,1,3,4,4,No,No,Married,Travel_Rarely,8,4,1,9,5,0,0
1549,33,Male,Research & Development,Laboratory Technician,28,5207,4,2,3,3,3,2,3,No,Yes,Married,Travel_Rarely,15,14,7,15,3,1,1
1550,40,Male,Human Resources,Manager,6,16437,2,3,3,4,4,4,3,No,Yes,Single,Travel_Rarely,21,7,7,21,2,1,0
1551,24,Male,Research & Development,Laboratory Technician,21,2296,2,3,2,1,3,2,3,No,No,Divorced,Travel_Rarely,1,1,0,2,3,0,3
1552,40,Male,Research & Development,Healthcare Representative,8,4069,2,4,3,4,3,3,3,No,Yes,Divorced,Non-Travel,2,2,2,8,2,3,0
1553,45,Male,Research & Development,Healthcare Representative,1,7441,4,1,3,2,3,1,3,No,No,Divorced,Travel_Rarely,10,8,7,10,4,1,3
1554,35,Female,Sales,Sales Representative,28,2430,4,2,2,3,4,1,3,No,No,Married,Travel_Rarely,5,3,2,6,5,0,2
1555,32,Female,Research & Development,Research Scientist,5,5878,2,4,2,2,3,1,3,No,No,Married,Travel_Rarely,7,1,5,12,2,3,1
1556,36,Male,Sales,Sales Representative,2,2644,4,3,3,4,4,4,2,No,Yes,Single,Travel_Rarely,3,2,2,7,3,3,0
1557,48,Female,Sales,Sales Executive,16,6439,4,3,3,3,3,3,3,No,No,Divorced,Travel_Rarely,8,7,7,18,2,8,1
1558,29,Male,Research & Development,Research Scientist,9,2451,3,3,4,3,3,1,2,No,No,Married,Travel_Rarely,1,0,0,5,2,6,2
1560,33,Male,Sales,Sales Executive,8,6392,4,1,3,1,3,4,1,No,No,Married,Travel_Rarely,2,2,2,8,6,2,1
1562,30,Male,Sales,Sales Executive,1,9714,3,2,2,1,3,4,3,Yes,No,Married,Travel_Rarely,10,8,7,10,4,1,1
1563,38,Male,Human Resources,Human Resources,10,6077,4,3,3,3,3,3,3,No,No,Married,Travel_Frequently,6,3,2,10,2,3,0
1564,35,Male,Research & Development,Laboratory Technician,1,2450,3,4,2,1,3,2,3,No,No,Single,Travel_Rarely,3,0,2,3,3,1,0
1568,30,Male,Sales,Sales Executive,29,9250,4,3,3,2,3,2,3,No,No,Married,Travel_Rarely,4,2,3,9,3,3,1
1569,35,Female,Research & Development,Laboratory Technician,2,2074,3,1,3,1,3,4,3,Yes,Yes,Divorced,Travel_Rarely,1,0,0,1,2,1,1
1572,53,Female,Research & Development,Manufacturing Director,2,10169,5,3,2,4,3,2,3,Yes,No,Married,Travel_Rarely,33,7,9,34,4,0,1
1573,38,Male,Research & Development,Manufacturing Director,2,4855,3,3,3,2,3,1,3,Yes,No,Married,Travel_Rarely,5,2,4,7,2,4,2
1574,32,Male,Research & Development,Research Scientist,1,4087,4,4,3,1,3,2,2,No,No,Married,Non-Travel,6,5,2,9,3,4,1
1576,48,Female,Research & Development,Research Scientist,15,2367,4,3,3,1,3,4,2,No,No,Married,Travel_Rarely,8,2,6,10,3,8,1
1577,34,Male,Research & Development,Research Scientist,7,2972,4,1,3,4,3,3,1,No,No,Single,Travel_Rarely,1,0,0,1,4,1,0
1578,55,Male,Sales,Manager,26,19586,5,3,2,4,4,3,3,No,No,Married,Travel_Rarely,36,6,13,36,3,1,1
1580,34,Male,Research & Development,Research Scientist,1,5484,4,2,3,4,3,2,2,No,No,Married,Travel_Rarely,2,2,1,9,3,9,1
1581,26,Female,Research & Development,Research Scientist,3,2061,3,1,3,4,4,1,3,No,No,Married,Travel_Rarely,1,0,0,1,5,1,0
1582,38,Male,Sales,Sales Executive,14,9924,3,3,3,2,3,4,3,No,No,Married,Travel_Rarely,9,8,7,10,3,0,1
1583,38,Female,Sales,Sales Executive,16,4198,3,2,3,2,3,2,4,No,No,Single,Travel_Rarely,3,2,2,8,5,2,0
1585,36,Female,Sales,Sales Executive,1,6815,4,2,3,3,3,1,3,No,No,Single,Travel_Rarely,1,0,0,15,5,6,0
1586,29,Male,Research & Development,Laboratory Technician,3,4723,1,2,3,1,3,4,3,No,Yes,Single,Travel_Rarely,10,9,5,10,3,1,0
1587,35,Female,Research & Development,Healthcare Representative,10,6142,4,1,3,3,3,3,3,No,Yes,Single,Travel_Rarely,5,2,4,10,4,3,0
1588,39,Male,Sales,Sales Executive,6,8237,3,4,4,3,3,1,3,No,No,Married,Travel_Rarely,7,6,6,11,3,2,1
1590,29,Male,Research & Development,Healthcare Representative,2,8853,1,1,3,4,3,4,4,No,No,Divorced,Travel_Frequently,6,4,3,6,0,1,1
1591,50,Male,Sales,Manager,9,19331,3,3,3,3,3,3,3,No,Yes,Married,Travel_Rarely,1,0,0,27,2,4,1
1592,23,Male,Research & Development,Research Scientist,10,2073,3,4,4,3,3,4,3,No,No,Married,Travel_Rarely,2,2,2,4,2,2,1
1594,36,Male,Research & Development,Laboratory Technician,6,5562,4,1,4,1,3,4,3,No,Yes,Married,Travel_Frequently,3,2,2,9,3,3,1
1595,42,Male,Research & Development,Manager,9,19613,2,4,2,4,4,4,3,No,No,Single,Travel_Rarely,1,0,1,24,2,8,0
1596,35,Male,Research & Development,Laboratory Technician,28,3407,3,2,4,3,3,4,2,No,No,Married,Travel_Rarely,10,9,8,10,3,1,2
1597,34,Male,Research & Development,Healthcare Representative,10,5063,4,4,2,3,3,2,2,No,No,Married,Travel_Frequently,8,2,7,8,3,1,1
1598,40,Female,Sales,Sales Executive,14,4639,2,4,3,1,3,3,3,No,No,Married,Travel_Rarely,5,4,2,5,2,1,1
1599,43,Male,Research & Development,Laboratory Technician,27,4876,3,4,4,2,3,3,3,No,No,Divorced,Travel_Rarely,6,4,2,8,0,5,1
1601,35,Male,Research & Development,Laboratory Technician,7,2690,2,3,2,4,3,4,2,No,No,Married,Travel_Rarely,1,0,1,1,5,1,1
1602,46,Male,Sales,Manager,1,17567,4,4,4,1,3,2,1,No,No,Single,Travel_Rarely,26,0,12,27,5,1,0
1604,28,Male,Research & Development,Laboratory Technician,24,2408,3,3,3,2,3,3,3,Yes,Yes,Married,Travel_Rarely,1,1,0,1,3,1,3
1605,22,Female,Research & Development,Research Scientist,26,2814,2,2,2,3,3,2,2,No,Yes,Married,Non-Travel,4,2,3,4,2,1,0
1606,50,Male,Research & Development,Healthcare Representative,20,11245,5,2,3,3,3,3,3,No,Yes,Married,Travel_Frequently,30,8,13,32,3,2,1
1607,32,Female,Research & Development,Research Scientist,5,3312,4,2,4,4,3,4,3,No,No,Married,Travel_Rarely,3,2,2,6,3,3,2
1608,44,Female,Research & Development,Research Director,7,19049,3,2,3,4,3,4,2,No,Yes,Divorced,Travel_Rarely,22,7,10,23,4,0,1
1609,30,Male,Research & Development,Research Scientist,7,2141,3,2,2,2,3,2,2,No,No,Married,Travel_Rarely,6,4,1,6,3,1,1
1611,45,Female,Research & Development,Laboratory Technician,5,5769,5,3,1,1,3,1,3,No,Yes,Single,Travel_Rarely,10,7,4,10,3,1,0
1612,45,Male,Sales,Sales Executive,26,4385,3,1,2,1,3,1,3,No,No,Married,Non-Travel,10,7,5,10,2,1,1
1613,31,Male,Sales,Sales Executive,2,5332,4,4,3,1,3,4,3,No,No,Single,Travel_Frequently,5,2,3,10,3,7,0
1614,36,Female,Research & Development,Manufacturing Director,12,4663,4,3,3,3,3,2,3,No,Yes,Married,Travel_Rarely,3,2,1,7,2,9,2
1615,34,Male,Research & Development,Manufacturing Director,10,4724,4,3,4,4,3,1,3,No,No,Divorced,Travel_Frequently,9,7,2,9,3,1,1
1617,49,Female,Research & Development,Laboratory Technician,25,3211,4,3,3,1,3,4,2,No,No,Married,Travel_Rarely,9,6,4,10,3,1,1
1618,39,Male,Research & Development,Manufacturing Director,10,5377,5,2,3,1,3,4,3,No,No,Married,Travel_Rarely,7,7,7,10,3,2,3
1619,27,Male,Research & Development,Laboratory Technician,19,4066,3,4,2,1,3,1,3,No,No,Divorced,Travel_Rarely,7,7,7,7,3,1,2
1621,35,Male,Research & Development,Research Scientist,18,5208,5,2,4,1,3,4,3,No,No,Married,Travel_Rarely,16,15,10,16,2,1,0
1622,28,Female,Research & Development,Manufacturing Director,27,4877,3,2,1,1,4,2,2,No,No,Divorced,Travel_Rarely,5,3,0,6,5,0,1
1623,21,Male,Research & Development,Research Scientist,5,3117,1,3,3,4,3,3,3,No,No,Single,Travel_Rarely,2,2,2,3,2,1,0
1624,18,Female,Sales,Sales Representative,3,1569,2,2,3,4,3,3,4,Yes,Yes,Single,Travel_Frequently,0,0,0,0,2,1,0
1625,47,Female,Human Resources,Manager,26,19658,4,4,3,3,3,3,3,No,No,Married,Travel_Rarely,5,2,0,27,2,3,1
1627,39,Male,Research & Development,Laboratory Technician,3,3069,2,3,2,3,3,4,3,No,No,Divorced,Travel_Rarely,10,8,7,11,3,0,1
1628,40,Female,Research & Development,Manufacturing Director,15,10435,3,1,2,3,3,4,3,No,No,Married,Travel_Rarely,18,15,12,18,2,1,2
1630,35,Female,Research & Development,Healthcare Representative,8,4148,4,3,3,3,3,4,3,No,No,Married,Non-Travel,14,11,9,15,5,1,1
1631,37,Male,Research & Development,Manufacturing Director,19,5768,3,3,3,3,3,1,2,No,No,Married,Travel_Rarely,4,3,2,9,2,3,3
1633,39,Female,Research & Development,Manufacturing Director,4,5042,3,1,3,3,3,4,1,No,No,Single,Travel_Frequently,9,2,8,10,2,0,0
1635,45,Female,Research & Development,Manufacturing Director,2,5770,2,4,2,4,3,1,3,No,No,Divorced,Travel_Rarely,10,7,9,10,3,1,2
1638,38,Female,Research & Development,Manufacturing Director,2,7756,2,4,2,3,3,4,4,No,Yes,Married,Travel_Rarely,5,4,2,10,6,3,1
1639,35,Male,Sales,Sales Executive,10,10306,3,4,2,1,3,3,3,Yes,No,Married,Travel_Rarely,13,12,0,15,3,9,0
1640,37,Female,Research & Development,Research Scientist,10,3936,3,2,3,2,3,1,1,No,No,Married,Travel_Rarely,8,4,7,8,2,1,1
1641,40,Female,Research & Development,Manufacturing Director,16,7945,3,3,3,4,3,4,2,No,Yes,Single,Travel_Rarely,4,2,3,18,2,6,0
1642,44,Male,Human Resources,Human Resources,1,5743,5,1,3,4,3,3,3,No,Yes,Married,Travel_Frequently,10,7,2,14,3,4,0
1644,48,Male,Research & Development,Manager,4,15202,5,3,2,4,4,2,3,No,No,Married,Travel_Frequently,2,2,2,23,3,2,1
1645,35,Male,Sales,Sales Executive,15,5440,2,1,1,4,3,4,2,Yes,Yes,Divorced,Travel_Rarely,2,2,2,7,2,6,2
1646,24,Female,Research & Development,Research Scientist,2,3760,1,1,3,4,3,3,3,No,Yes,Single,Travel_Frequently,6,3,3,6,2,1,0
1647,27,Female,Research & Development,Research Scientist,8,3517,3,2,4,3,3,1,3,No,No,Married,Travel_Rarely,3,2,2,5,0,7,0
